episode,total_reward,avg_wait_time,fuel_used
1,-39.4,2.7666666666666666,100.80000000000008
2,-33.500000000000014,2.966666666666667,100.40000000000008
3,-40.900000000000006,4.233333333333333,100.80000000000008
4,-18.39999999999999,2.8666666666666667,100.00000000000007
5,-28.4,2.433333333333333,100.40000000000005
6,8.20000000000002,3.566666666666667,100.20000000000007
7,12.599999999999927,2.8,100.0000000000001
8,66.39999999999998,3.0,100.40000000000006
9,132.89999999999998,4.733333333333333,100.20000000000003
10,145.09999999999997,2.533333333333333,100.80000000000001
11,158.60000000000002,2.8666666666666667,100.00000000000001
12,148.6,2.3333333333333335,100.80000000000001
13,160.5,2.3,100.0
14,162.8,1.8666666666666667,100.4
15,155.0,1.5,100.6
16,160.6,1.8,100.0
17,143.0,1.8333333333333333,100.0
18,163.40000000000003,2.533333333333333,100.60000000000001
19,156.60000000000002,2.933333333333333,100.4
20,155.60000000000002,2.566666666666667,100.4
21,151.8,1.9333333333333333,100.2
22,143.0,1.4666666666666666,100.0
23,165.60000000000002,2.2666666666666666,100.4
24,161.4,2.0,100.60000000000001
25,171.2,1.7666666666666666,100.8
26,175.8,2.3333333333333335,100.6
27,148.1,2.1666666666666665,100.80000000000001
28,169.4,2.466666666666667,100.60000000000001
29,153.6,1.1333333333333333,100.4
30,153.4,1.3666666666666667,100.0
31,179.5,2.3666666666666667,100.2
32,177.8,2.7666666666666666,100.8
33,159.0,1.8,100.2
34,154.9,3.7333333333333334,100.60000000000001
35,158.9,2.1,100.8
36,177.40000000000003,2.6,100.80000000000001
37,156.70000000000002,2.7333333333333334,100.6
38,179.8,3.1333333333333333,100.2
39,160.8,3.6333333333333333,100.6
40,168.0,2.533333333333333,100.0
41,167.90000000000003,4.733333333333333,100.2
42,180.00000000000006,3.4,100.2
43,170.90000000000003,2.6,100.4
44,185.3,2.8,100.6
45,141.3,3.7,100.2
46,172.10000000000002,2.066666666666667,100.4
47,176.3,1.7666666666666666,100.2
48,169.70000000000005,3.433333333333333,100.60000000000001
49,156.7,3.1666666666666665,100.8
50,181.10000000000002,3.2,100.4
51,162.00000000000003,5.3,100.8
52,184.00000000000003,2.933333333333333,100.0
53,170.3,2.3666666666666667,100.8
54,178.20000000000005,2.966666666666667,100.2
55,191.10000000000002,1.8666666666666667,100.2
56,186.10000000000002,2.3333333333333335,100.0
57,153.09999999999997,3.8333333333333335,100.00000000000001
58,207.60000000000002,1.0333333333333334,100.0
59,153.20000000000002,4.766666666666667,100.20000000000002
60,217.90000000000003,1.9333333333333333,100.0
61,161.5,1.6333333333333333,100.00000000000001
62,190.40000000000003,1.5333333333333334,100.0
63,164.90000000000003,2.433333333333333,100.00000000000001
64,163.89999999999998,2.6,100.00000000000001
65,144.50000000000006,0.16666666666666666,100.00000000000001
66,197.00000000000006,0.2,100.8
67,183.0,0.16666666666666666,100.80000000000004
68,164.09999999999997,1.4666666666666666,100.00000000000003
69,179.8,1.3,100.00000000000003
70,169.59999999999997,0.7666666666666667,100.00000000000003
71,159.1,1.0333333333333334,100.00000000000001
72,165.79999999999998,1.5333333333333334,100.00000000000003
73,180.59999999999997,2.7333333333333334,100.00000000000004
74,179.10000000000002,0.0,100.00000000000003
75,174.80000000000007,0.3333333333333333,100.00000000000001
76,125.99999999999991,0.0,100.80000000000004
77,168.30000000000007,0.13333333333333333,100.20000000000002
78,156.29999999999995,0.16666666666666666,100.00000000000003
79,155.10000000000002,1.2666666666666666,100.00000000000001
80,180.60000000000002,1.2666666666666666,100.60000000000002
81,165.29999999999995,2.8,100.40000000000002
82,143.5,6.066666666666666,100.00000000000001
83,174.10000000000002,2.3333333333333335,100.00000000000001
84,204.60000000000008,0.7333333333333333,100.4
85,171.40000000000003,2.966666666666667,100.6
86,185.70000000000005,4.433333333333334,100.80000000000001
87,165.5,2.2,100.0
88,162.70000000000002,2.6666666666666665,100.0
89,201.50000000000006,2.2666666666666666,100.60000000000001
90,204.5000000000001,3.1333333333333333,100.40000000000002
91,169.9,3.6333333333333333,100.80000000000001
92,192.3,1.5333333333333334,100.2
93,164.89999999999992,1.7,100.40000000000003
94,170.60000000000002,0.7666666666666667,100.2
95,185.80000000000007,2.1333333333333333,100.60000000000002
96,144.6,3.8,100.0
97,138.99999999999994,3.8666666666666667,100.20000000000003
98,177.20000000000005,1.0666666666666667,100.0
99,145.59999999999997,0.9333333333333333,100.20000000000003
100,161.9,2.1,100.2
101,188.20000000000005,0.7,100.2
102,188.3,3.3,100.60000000000004
103,185.40000000000003,1.2,100.8
104,184.8,2.066666666666667,100.0
105,182.9,1.4666666666666666,100.2
106,210.70000000000007,1.5666666666666667,100.4
107,155.20000000000005,5.933333333333334,100.80000000000001
108,190.60000000000002,1.7,100.80000000000001
109,182.70000000000005,0.7,100.2
110,179.10000000000002,2.1,100.0
111,164.3,3.066666666666667,100.2
112,147.5,4.533333333333333,100.6
113,185.20000000000005,3.7,100.8
114,186.80000000000007,2.933333333333333,100.4
115,125.69999999999999,0.9,100.40000000000005
116,160.3,2.2,100.8
117,172.60000000000002,2.2666666666666666,100.4
118,174.60000000000002,5.133333333333334,100.0
119,179.40000000000003,1.3333333333333333,100.0
120,181.80000000000004,2.2333333333333334,100.60000000000001
121,180.50000000000003,4.666666666666667,100.4
122,143.50000000000003,6.466666666666667,100.4
123,176.80000000000007,3.433333333333333,100.2
124,195.70000000000005,2.2,100.2
125,198.70000000000005,1.6333333333333333,100.4
126,168.3,4.533333333333333,100.80000000000001
127,182.00000000000006,2.5,100.20000000000002
128,188.20000000000005,2.2666666666666666,100.2
129,200.60000000000002,1.3333333333333333,100.0
130,184.10000000000002,5.066666666666666,100.4
131,208.00000000000006,1.4,100.00000000000001
132,198.10000000000002,2.3333333333333335,100.4
133,206.40000000000003,1.2333333333333334,100.60000000000001
134,198.30000000000007,2.3,100.60000000000001
135,156.7,4.466666666666667,100.6
136,179.30000000000004,2.2,100.00000000000001
137,194.40000000000003,0.0,100.0
138,187.90000000000006,1.1333333333333333,100.00000000000001
139,139.4,4.033333333333333,100.0
140,173.40000000000003,2.9,100.2
141,183.60000000000005,0.13333333333333333,100.60000000000001
142,209.40000000000006,0.0,100.4
143,182.0,1.3666666666666667,100.4
144,186.40000000000003,1.6333333333333333,100.80000000000001
145,166.0,2.466666666666667,100.20000000000002
146,188.30000000000007,2.8333333333333335,100.00000000000001
147,161.7,3.5,100.6
148,181.30000000000004,0.9333333333333333,100.60000000000001
149,188.70000000000005,1.8333333333333333,100.0
150,196.10000000000005,1.5333333333333334,100.80000000000001
151,162.10000000000005,5.566666666666666,100.0
152,139.3,4.666666666666667,100.2
153,176.4,4.7,100.0
154,185.80000000000004,2.5,100.00000000000001
155,184.40000000000006,2.066666666666667,100.60000000000001
156,197.50000000000006,0.7666666666666667,100.6
157,198.20000000000005,0.3333333333333333,100.2
158,194.70000000000005,0.13333333333333333,100.0
159,155.00000000000003,2.7,100.0
160,178.20000000000005,0.13333333333333333,100.6
161,179.70000000000005,1.4666666666666666,100.60000000000001
162,180.40000000000003,2.3,100.4
163,193.90000000000003,0.6666666666666666,100.80000000000001
164,149.70000000000002,4.733333333333333,100.0
165,205.20000000000007,0.9,100.4
166,198.40000000000003,1.0666666666666667,100.60000000000001
167,170.80000000000007,2.8666666666666667,100.2
168,180.2,1.6666666666666667,100.4
169,195.40000000000003,0.0,100.4
170,177.70000000000005,2.933333333333333,100.0
171,145.3,4.066666666666666,100.6
172,169.60000000000002,0.7666666666666667,100.2
173,188.60000000000002,1.5333333333333334,100.4
174,205.40000000000006,0.13333333333333333,100.2
175,159.7,2.4,100.80000000000001
176,171.40000000000003,3.066666666666667,100.4
177,193.30000000000004,2.9,100.4
178,171.60000000000002,3.3333333333333335,100.60000000000001
179,165.90000000000003,2.7333333333333334,100.00000000000001
180,156.50000000000006,1.7,100.00000000000001
181,179.10000000000002,0.8666666666666667,100.4
182,176.7,2.1,100.6
183,191.60000000000008,0.16666666666666666,100.20000000000002
184,185.10000000000002,3.2,100.60000000000001
185,187.90000000000003,1.3333333333333333,100.80000000000001
186,159.00000000000003,3.3333333333333335,100.8
